B_ext (T),Mz/Ms,Moment_Am2
18.0,-0.9992824531839922,-0.0025630256997016872
17.7,-0.9969786453837131,-0.0025571167411480027
17.4,-1.0,-0.002564866111213275
17.1,-0.9966267729826684,-0.0025562142355510923
16.8,-1.0,-0.002564866111213275
16.5,-1.0,-0.002564866111213275
16.2,-1.0,-0.002564866111213275
15.9,-1.0,-0.002564866111213275
15.6,-1.0,-0.002564866111213275
15.3,-0.9983322316408957,-0.0025605885086676544
15.0,-0.998831872536714,-0.0025618700206691152
14.7,-0.9987234279514876,-0.002561591874827523
14.4,-1.0,-0.002564866111213275
14.1,-1.0,-0.002564866111213275
13.8,-0.9968923936514207,-0.0025568955170028125
13.5,-0.9980622292690867,-0.0025598959887342546
13.2,-0.9956335719970547,-0.002553666808001468
12.9,-0.9975803683302028,-0.002558660079941793
12.600000000000001,-1.0,-0.002564866111213275
12.3,-0.9974294550903754,-0.002558273007687227
12.0,-0.9987432114714591,-0.0025616426169074585
11.7,-0.9995703501446414,-0.002563764116859578
11.4,-1.0,-0.002564866111213275
11.100000000000001,-0.9999944395563821,-0.0025648518494198764
10.8,-1.0,-0.002564866111213275
10.5,-0.9982149297767551,-0.002560287645091538
10.2,-0.9997510061119701,-0.0025642274752279673
9.9,-0.996830508171252,-0.0025567367890319517
9.6,-1.0,-0.002564866111213275
9.3,-0.9990577948808707,-0.0025624494812334082
9.0,-0.9990023152444418,-0.0025623071833940692
8.700000000000001,-1.0,-0.002564866111213275
8.4,-1.0,-0.002564866111213275
8.1,-0.9979728409931512,-0.0025596667197745676
7.800000000000001,-0.9989651190441168,-0.00256221178012039
7.5,-1.0,-0.002564866111213275
7.200000000000001,-0.9992112651439894,-0.0025628431119103607
6.9,-1.0,-0.002564866111213275
6.6,-0.9995233033323726,-0.002563643448085149
6.300000000000001,-1.0,-0.002564866111213275
6.0,-0.9996224218856318,-0.002563897673903396
5.700000000000001,-0.9980278185739274,-0.002559807729908377
5.4,-1.0,-0.002564866111213275
5.1,-0.9983004411745232,-0.002560506970377796
4.800000000000001,-1.0,-0.002564866111213275
4.5,-1.0,-0.002564866111213275
4.200000000000001,-1.0,-0.002564866111213275
3.9000000000000004,-1.0,-0.002564866111213275
3.6000000000000014,-0.9998422153595296,-0.002564461414736062
3.3000000000000007,-1.0,-0.002564866111213275
