B_ext (T),Mz/Ms,Moment_Am2
18.0,-1.0,-0.0025021125075344124
17.7,-0.9993561183037869,-0.0025005014430889453
17.4,-0.9964219142804345,-0.002493159734502458
17.1,-0.9982413216076022,-0.0024977120963320634
16.8,-0.9992568143587606,-0.0025002529734460474
16.5,-0.9970246124330372,-0.0024946677530883524
16.2,-0.9985426689405377,-0.002498466101262914
15.9,-0.995837502544551,-0.002491697470588553
15.6,-1.0,-0.0025021125075344124
15.3,-0.9997492968961814,-0.002501485220162671
15.0,-0.9989115575391034,-0.002499389102039272
14.7,-1.0,-0.0025021125075344124
14.4,-0.9999607105509324,-0.002502014200912486
14.1,-1.0,-0.0025021125075344124
13.8,-1.0,-0.0025021125075344124
13.5,-0.9975603479591978,-0.0024960082236490898
13.2,-1.0,-0.0025021125075344124
12.9,-1.0,-0.0025021125075344124
12.600000000000001,-1.0,-0.0025021125075344124
12.3,-1.0,-0.0025021125075344124
12.0,-0.9980616470605468,-0.0024972625304005907
11.7,-0.9987064992492566,-0.0024988760231274723
11.4,-0.9994654712138067,-0.0025007750563728415
11.100000000000001,-0.9969059359123369,-0.002494370811081558
10.8,-0.9976469269232956,-0.002496224853958048
10.5,-0.9977000775812496,-0.0024963578428840987
10.2,-0.9992398352972932,-0.0025002104899239843
9.9,-0.9999297124138787,-0.002501936640086054
9.6,-0.9982462067984633,-0.002497724319629219
9.3,-0.9980425883813483,-0.002497214843440991
9.0,-0.9992640997363699,-0.0025002712022804863
8.700000000000001,-0.9996513610454704,-0.0025012401736456704
8.4,-0.998930033793181,-0.002499435331705692
8.1,-0.9981859143112612,-0.0024975734610428804
7.800000000000001,-0.9980220035813018,-0.0024971633379553297
7.5,-1.0,-0.0025021125075344124
7.200000000000001,-1.0,-0.0025021125075344124
6.9,-0.9985029217763299,-0.0024983666493862103
6.6,-0.999735414310175,-0.0025014504843705867
6.300000000000001,-1.0,-0.0025021125075344124
6.0,-0.9980862774751484,-0.0024973241584690313
5.700000000000001,-1.0,-0.0025021125075344124
5.4,-0.9987339015759187,-0.0024989445868317493
5.1,-1.0,-0.0025021125075344124
4.800000000000001,-0.9965450773883943,-0.002493467902455351
4.5,-1.0,-0.0025021125075344124
4.200000000000001,-1.0,-0.0025021125075344124
3.9000000000000004,-0.9951318517362358,-0.0024899318528751164
3.6000000000000014,-0.997120850936097,-0.0024949085526505656
3.3000000000000007,-0.9990162769302069,-0.002499651121737533
3.0,-1.0,-0.0025021125075344124
2.700000000000001,-1.0,-0.0025021125075344124
2.4000000000000004,-1.0,-0.0025021125075344124
2.1000000000000014,-1.0,-0.0025021125075344124
1.8000000000000007,-1.0,-0.0025021125075344124
1.5,-0.9987718774597785,-0.0024990396067657394
1.1999999999999993,-0.9987716478379526,-0.0024990390322260966
0.9000000000000021,-1.0,-0.0025021125075344124
0.6000000000000014,-0.9957430166426443,-0.002491461056231607
0.3000000000000007,-0.9945961420071165,-0.0024885914468614793
0.0,-0.9826027145035402,-0.0024585825418965736
-0.3000000000000007,-0.960946509220872,-0.0024043962797930763
-0.5999999999999979,-0.9187229464277753,-0.0022987481752158047
-0.8999999999999986,-0.838576288903912,-0.0020982122209882693
-1.1999999999999993,-0.6894415347015763,-0.001725060287190535
-1.5,-0.4381723961586699,-0.0010963566328849317
-1.8000000000000007,-0.08997257300097986,-0.0002251215002408047
-2.099999999999998,0.27016638827185563,0.0006759866992104086
-2.3999999999999986,0.5782795597862708,0.0014469205193927222
-2.6999999999999993,0.7702189351875343,0.001927174431272567
-3.0,0.8847042781186862,0.0022136296397499687
-3.3000000000000007,0.9463445746534028,0.002367860596677613
-3.599999999999998,0.9729458688730277,0.0024344200276611395
-3.8999999999999986,0.9856890071451906,0.002466304793317159
-4.199999999999999,0.9956456922446877,0.0024912175396381918
-4.5,0.9990545107933034,0.0024997467871645984
-4.800000000000001,0.9973278500754195,0.0024954264877861125
-5.099999999999998,0.9998793696082894,0.002501810676722525
-5.399999999999999,1.0,0.0025021125075344124
-5.699999999999999,0.9998091649493156,0.0025016350167672194
-6.0,1.0,0.0025021125075344124
-6.300000000000001,1.0,0.0025021125075344124
-6.599999999999998,1.0,0.0025021125075344124
-6.899999999999999,1.0,0.0025021125075344124
-7.199999999999999,0.999210037930603,0.0025001359335600965
-7.5,1.0,0.0025021125075344124
-7.800000000000001,0.998046302790472,0.0024972241373105177
-8.099999999999998,0.999466098241923,0.0025007766252677336
-8.399999999999999,0.9988304100603748,0.00249918606191779
-8.7,0.9998304616214273,0.0025016883034368787
-9.0,1.0,0.0025021125075344124
-9.3,0.9988860616431109,0.0024993253084390184
-9.599999999999998,0.9995658990962254,0.0025010263382335466
-9.899999999999999,1.0,0.0025021125075344124
-10.2,0.9985289620686558,0.002498431805127339
-10.5,1.0,0.0025021125075344124
-10.799999999999997,0.9981969444016954,0.0024976010595701152
-11.099999999999998,1.0,0.0025021125075344124
-11.399999999999999,1.0,0.0025021125075344124
-11.7,0.9999635467391939,0.0025020212973746094
-12.0,0.999709009891846,0.0025013844175452316
-12.299999999999997,0.9993349099478277,0.0025004483773962355
-12.599999999999998,1.0,0.0025021125075344124
-12.899999999999999,0.9995288869918865,0.0025009337297843496
-13.2,1.0,0.0025021125075344124
-13.5,1.0,0.0025021125075344124
-13.799999999999997,0.9996736084950387,0.0025012958392674964
-14.100000000000001,0.9987799816735713,0.002499059884420434
-14.399999999999999,1.0,0.0025021125075344124
-14.699999999999996,1.0,0.0025021125075344124
-15.0,1.0,0.0025021125075344124
-15.299999999999997,0.997927197662201,0.0024969261228793595
-15.600000000000001,1.0,0.0025021125075344124
-15.899999999999999,0.9997037202885592,0.0025013711823626884
-16.199999999999996,1.0,0.0025021125075344124
-16.5,0.9994141322576491,0.0025006466005285154
-16.799999999999997,0.9980094542415721,0.002497131938095431
-17.1,1.0,0.0025021125075344124
-17.4,0.998034329039063,0.002497194177637355
-17.699999999999996,1.0,0.0025021125075344124
-18.0,0.9999230327911046,0.0025019199269183654
-18.0,-0.9990997140333093,-0.0024998598907567983
-17.7,-0.997799282017205,-0.002496606063544106
-17.4,-0.9953766331094456,-0.0024905443234106363
-17.1,-0.9989816626579343,-0.002499564512933941
-16.8,-1.0,-0.0025021125075344124
-16.5,-1.0,-0.0025021125075344124
-16.2,-1.0,-0.0025021125075344124
-15.9,-0.9993506550747219,-0.0025004877734751702
-15.6,-1.0,-0.0025021125075344124
-15.3,-0.9980373448166515,-0.002497201723452179
-15.0,-1.0,-0.0025021125075344124
-14.7,-1.0,-0.0025021125075344124
-14.4,-0.9972211724816783,-0.002495159568444539
-14.1,-0.9997958441509772,-0.0025016016866310866
-13.8,-0.9986037393925301,-0.0024986189064046846
-13.5,-1.0,-0.0025021125075344124
-13.2,-0.9991224733263965,-0.0024999168370686943
-12.9,-0.9967127410770807,-0.0024938874158678724
-12.600000000000001,-0.9998937587858493,-0.0025018466800636706
-12.3,-1.0,-0.0025021125075344124
-12.0,-0.9966149724078693,-0.0024936427876577935
-11.7,-0.9979030941515676,-0.002496865813183928
-11.4,-1.0,-0.0025021125075344124
-11.100000000000001,-1.0,-0.0025021125075344124
-10.8,-0.9993451643865165,-0.002500474035155537
-10.5,-0.9970331755851828,-0.0024946891790584404
-10.2,-0.9974901037622542,-0.0024958324647653355
-9.9,-1.0,-0.0025021125075344124
-9.6,-0.9992589869936299,-0.0025002584096229285
-9.3,-0.9977641052815518,-0.0024965180473938533
-9.0,-0.9986126883670772,-0.0024986412977458287
-8.700000000000001,-1.0,-0.0025021125075344124
-8.4,-0.9998681258317486,-0.0025017825435286103
-8.1,-0.99701578272465,-0.002494645660164559
-7.800000000000001,-0.9969052849465779,-0.0024943691822919907
-7.5,-1.0,-0.0025021125075344124
-7.200000000000001,-0.9990184423210707,-0.0024996565397890974
-6.9,-0.9990509609390293,-0.0024997379050298195
-6.6,-0.9986020837206007,-0.0024986147637272417
-6.300000000000001,-1.0,-0.0025021125075344124
-6.0,-0.9971089761313858,-0.0024948788405531725
-5.700000000000001,-0.9981796041977957,-0.0024975576724290544
-5.4,-1.0,-0.0025021125075344124
-5.1,-0.9977088969274147,-0.0024963799098804466
-4.800000000000001,-1.0,-0.0025021125075344124
-4.5,-1.0,-0.0025021125075344124
-4.200000000000001,-1.0,-0.0025021125075344124
-3.9000000000000004,-0.9983476063913025,-0.002497978032818721
-3.6000000000000014,-1.0,-0.0025021125075344124
-3.3000000000000007,-1.0,-0.0025021125075344124
-3.0,-0.9980246493590547,-0.0024971699579889373
-2.700000000000001,-0.9999955163728989,-0.0025021012889949634
-2.4000000000000004,-1.0,-0.0025021125075344124
-2.1000000000000014,-1.0,-0.0025021125075344124
-1.8000000000000007,-1.0,-0.0025021125075344124
-1.5,-1.0,-0.0025021125075344124
-1.1999999999999993,-0.9971583467844369,-0.002495002371481677
-0.9000000000000021,-0.995995670605527,-0.0024920932248722145
-0.6000000000000014,-0.9958923314507274,-0.002491834658680472
-0.3000000000000007,-0.9898344998488908,-0.0024766772824609796
0.0,-0.9840135402405777,-0.0024621125866191667
0.3000000000000007,-0.9625356019456974,-0.0024083723685754945
0.5999999999999979,-0.9210343027208251,-0.002304531448706013
0.8999999999999986,-0.8366026680954604,-0.0020932739996783124
1.1999999999999993,-0.6879649273275948,-0.0017213656494113783
1.5,-0.4330269378593229,-0.0010834821173171386
1.8000000000000007,-0.09464750564662654,-0.0002368187076853582
2.099999999999998,0.27159828412132975,0.0006795694637248643
