B_ext (T),Mz/Ms,Moment_Am2
18.0,-0.9999975396932851,-0.0027725726909304015
17.7,-0.9994025089249831,-0.0027709229208130034
17.4,-1.0,-0.002772579512326393
17.1,-1.0,-0.002772579512326393
16.8,-1.0,-0.002772579512326393
16.5,-1.0,-0.002772579512326393
16.2,-0.9998797127948051,-0.0027722460064856748
15.9,-0.9973195695088909,-0.002765147805662529
15.6,-1.0,-0.002772579512326393
15.3,-1.0,-0.002772579512326393
15.0,-0.9990203158996296,-0.002769863260261154
14.7,-0.9992862259836799,-0.002770600517112313
14.4,-0.9997891715020042,-0.002771994973552235
14.1,-1.0,-0.002772579512326393
13.8,-1.0,-0.002772579512326393
13.5,-0.9986093936110835,-0.002768723945542773
13.2,-1.0,-0.002772579512326393
12.9,-1.0,-0.002772579512326393
12.600000000000001,-1.0,-0.002772579512326393
12.3,-1.0,-0.002772579512326393
12.0,-1.0,-0.002772579512326393
11.7,-1.0,-0.002772579512326393
11.4,-1.0,-0.002772579512326393
11.100000000000001,-0.9994574712823566,-0.0027710753083190066
10.8,-0.9996864978267516,-0.0027717103026237747
10.5,-1.0,-0.002772579512326393
10.2,-1.0,-0.002772579512326393
9.9,-1.0,-0.002772579512326393
9.6,-1.0,-0.002772579512326393
9.3,-0.9997733820279913,-0.0027719511959800763
9.0,-1.0,-0.002772579512326393
8.700000000000001,-1.0,-0.002772579512326393
8.4,-1.0,-0.002772579512326393
8.1,-1.0,-0.002772579512326393
7.800000000000001,-0.9978782027531394,-0.0027666966607504365
7.5,-1.0,-0.002772579512326393
7.200000000000001,-1.0,-0.002772579512326393
6.9,-0.9982312202643949,-0.002767675429869636
6.6,-1.0,-0.002772579512326393
6.300000000000001,-1.0,-0.002772579512326393
6.0,-0.999779071705543,-0.0027719669710634886
5.700000000000001,-0.9998724364346429,-0.0027722258321985645
5.4,-1.0,-0.002772579512326393
5.1,-0.9998477194637433,-0.002772157302431442
4.800000000000001,-0.9972823529966777,-0.0027650446199232463
4.5,-1.0,-0.002772579512326393
4.200000000000001,-0.9982812339076071,-0.0027678140966721433
3.9000000000000004,-0.9997612904320947,-0.0027719176710690224
3.6000000000000014,-1.0,-0.002772579512326393
3.3000000000000007,-0.9959991601107795,-0.002761486865617442
3.0,-0.9984754661875646,-0.0027683526211121855
2.700000000000001,-1.0,-0.002772579512326393
2.4000000000000004,-0.9998509030587244,-0.002772166129201662
2.1000000000000014,-0.9988464843206014,-0.0027693812983865455
1.8000000000000007,-1.0,-0.002772579512326393
