B_ext (T),Mz/Ms,Moment_Am2
18.0,-1.0,-0.0025245854870986693
17.7,-0.9984575612757693,-0.002520691468680738
17.4,-0.9976998239989885,-0.0025187784961487433
17.1,-0.998529011571783,-0.002520871851061103
16.8,-0.9971040704914353,-0.002517274465489686
16.5,-0.9999933828506512,-0.0025245687815394573
16.2,-1.0,-0.0025245854870986693
15.9,-1.0,-0.0025245854870986693
15.6,-0.9990347658920937,-0.0025221486710781966
15.3,-0.9991696231395052,-0.0025224891297278415
15.0,-1.0,-0.0025245854870986693
14.7,-1.0,-0.0025245854870986693
14.4,-0.995810197761025,-0.0025140079731723395
14.1,-1.0,-0.0025245854870986693
13.8,-0.9990686943875985,-0.0025222343264655472
13.5,-1.0,-0.0025245854870986693
13.2,-1.0,-0.0025245854870986693
12.9,-0.998712616163797,-0.002521335376549466
12.600000000000001,-0.998096980818025,-0.002519781152490185
12.3,-1.0,-0.0025245854870986693
12.0,-1.0,-0.0025245854870986693
11.7,-1.0,-0.0025245854870986693
11.4,-1.0,-0.0025245854870986693
11.100000000000001,-1.0,-0.0025245854870986693
10.8,-1.0,-0.0025245854870986693
10.5,-1.0,-0.0025245854870986693
10.2,-0.9957117061076955,-0.002513759322573744
9.9,-1.0,-0.0025245854870986693
9.6,-1.0,-0.0025245854870986693
9.3,-0.9964372780425563,-0.00251559109095034
9.0,-1.0,-0.0025245854870986693
8.700000000000001,-0.9999122616540683,-0.0025243639841438683
8.4,-0.9987526774205312,-0.002521436514616812
8.1,-0.9966035901561705,-0.0025160109600986984
7.800000000000001,-1.0,-0.0025245854870986693
7.5,-0.9969639949333781,-0.0025169208327687183
7.200000000000001,-1.0,-0.0025245854870986693
6.9,-0.9962054000051844,-0.002515005695022413
6.6,-0.9977152251696428,-0.002518817377720661
6.300000000000001,-0.9988924963572834,-0.0025217894994753586
6.0,-1.0,-0.0025245854870986693
5.700000000000001,-0.9968124857416948,-0.002516538334862232
5.4,-0.9981369953647815,-0.0025198821726341992
5.1,-0.9974337923352807,-0.0025181068764714375
4.800000000000001,-1.0,-0.0025245854870986693
4.5,-0.999952080206867,-0.0025244645094843815
4.200000000000001,-0.9993135892761518,-0.0025228525845470535
3.9000000000000004,-0.9987729525999668,-0.0025214877010405635
3.6000000000000014,-1.0,-0.0025245854870986693
3.3000000000000007,-1.0,-0.0025245854870986693
3.0,-0.9989251581956513,-0.002521871957078484
2.700000000000001,-1.0,-0.0025245854870986693
2.4000000000000004,-0.9994813648663947,-0.00252327614836727
2.1000000000000014,-1.0,-0.0025245854870986693
1.8000000000000007,-0.9996224373457168,-0.0025236322979011955
1.5,-1.0,-0.0025245854870986693
1.1999999999999993,-1.0,-0.0025245854870986693
0.9000000000000021,-1.0,-0.0025245854870986693
0.6000000000000014,-0.9969727600571076,-0.002516942961072878
0.3000000000000007,-0.998380315899106,-0.002520496456123868
0.0,-0.9931779270858809,-0.0025073625808277556
-0.3000000000000007,-0.9798065115338643,-0.002473605299183169
-0.5999999999999979,-0.9534840162611117,-0.0024071519096333545
-0.8999999999999986,-0.9038907954864664,-0.002281949584207205
-1.1999999999999993,-0.8079841891379482,-0.0020398251577028502
-1.5,-0.6332791183731424,-0.0015987672715274757
-1.8000000000000007,-0.35948113446645424,-0.0009075408549597758
-2.099999999999998,-0.0009503162738610124,-2.399154673143197e-06
-2.3999999999999986,0.3614651998932434,0.0009125497977417017
-2.6999999999999993,0.6348423189789731,0.0016027137050903801
-3.0,0.8098894756934764,0.0020446352164897007
-3.3000000000000007,0.9032412813785167,0.002280309830316609
-3.599999999999998,0.9549403972565788,0.002410828667958197
-3.8999999999999986,0.9754833205535608,0.0024626910339763386
-4.199999999999999,0.9885744094056059,0.002495740606902531
-4.5,0.9944737807399887,0.00251063407415632
-4.800000000000001,0.9971513602579386,0.0025173938525478888
-5.099999999999998,1.0,0.0025245854870986693
-5.399999999999999,1.0,0.0025245854870986693
-5.699999999999999,1.0,0.0025245854870986693
-6.0,0.9998666217829888,0.0025242487623877083
-6.300000000000001,0.9985847620605872,0.0025210125979360366
-6.599999999999998,0.9996670476205868,0.0025237449203537082
-6.899999999999999,0.9989574243731668,0.0025219534158019636
-7.199999999999999,0.9981526568080938,0.002519921711286693
-7.5,1.0,0.0025245854870986693
-7.800000000000001,0.9974403044901796,0.0025181233169631854
-8.099999999999998,1.0,0.0025245854870986693
-8.399999999999999,0.9988760957416232,0.002521748094719083
-8.7,0.9962532339754018,0.0025151264559694145
-9.0,1.0,0.0025245854870986693
-9.3,0.9990049288872744,0.0025220733450088515
-9.599999999999998,0.9975683195546935,0.0025184465019371873
-9.899999999999999,1.0,0.0025245854870986693
-10.2,0.999198078511265,0.0025225609677464165
-10.5,1.0,0.0025245854870986693
-10.799999999999997,1.0,0.0025245854870986693
-11.099999999999998,0.997801930996243,0.0025190362739921433
-11.399999999999999,0.9978412258994568,0.0025191354773345135
-11.7,1.0,0.0025245854870986693
-12.0,1.0,0.0025245854870986693
-12.299999999999997,0.9981167835563147,0.0025198311461958763
-12.599999999999998,0.9968018116747335,0.0025165113872676935
-12.899999999999999,0.9970317712813593,0.0025170919399532
-13.2,1.0,0.0025245854870986693
-13.5,1.0,0.0025245854870986693
-13.799999999999997,1.0,0.0025245854870986693
-14.100000000000001,1.0,0.0025245854870986693
-14.399999999999999,1.0,0.0025245854870986693
-14.699999999999996,0.9954428832777752,0.002513080656358726
-15.0,0.9998982636122385,0.0025243286448906176
-15.299999999999997,0.9988998130589882,0.0025218079711142954
-15.600000000000001,1.0,0.0025245854870986693
-15.899999999999999,0.9995388583867559,0.002523421295674376
-16.199999999999996,1.0,0.0025245854870986693
-16.5,1.0,0.0025245854870986693
-16.799999999999997,1.0,0.0025245854870986693
-17.1,1.0,0.0025245854870986693
-17.4,1.0,0.0025245854870986693
-17.699999999999996,1.0,0.0025245854870986693
-18.0,1.0,0.0025245854870986693
-18.0,-1.0,-0.0025245854870986693
-17.7,-0.9964217296340958,-0.002515551837663993
-17.4,-0.9981722053432593,-0.002519971063234866
-17.1,-0.999754049149027,-0.0025239645631497634
-16.8,-1.0,-0.0025245854870986693
-16.5,-1.0,-0.0025245854870986693
-16.2,-0.9978236851838838,-0.0025190911942985445
-15.9,-0.9977567301397575,-0.0025189221605658556
-15.6,-0.9998367626470149,-0.0025241733804463712
-15.3,-0.9999421524565903,-0.002524439446030113
-15.0,-0.9962501694522938,-0.0025151187193188512
-14.7,-0.998849579603792,-0.0025216811524623405
-14.4,-1.0,-0.0025245854870986693
-14.1,-1.0,-0.0025245854870986693
-13.8,-0.9979788286859006,-0.002519482867332154
-13.5,-0.9982364710500592,-0.002520133307505571
-13.2,-1.0,-0.0025245854870986693
-12.9,-1.0,-0.0025245854870986693
-12.600000000000001,-0.9985808049725795,-0.002521002607929081
-12.3,-0.9985783489286645,-0.002520996407436257
-12.0,-0.997753522711497,-0.002518914063139018
-11.7,-0.998488480395031,-0.0025207695266405
-11.4,-1.0,-0.0025245854870986693
-11.100000000000001,-0.9976660198017328,-0.002518693154562948
-10.8,-1.0,-0.0025245854870986693
-10.5,-0.99688645245584,-0.0025167250701552913
-10.2,-0.9992778220695645,-0.002522762287176389
-9.9,-1.0,-0.0025245854870986693
-9.6,-1.0,-0.0025245854870986693
-9.3,-1.0,-0.0025245854870986693
-9.0,-0.999181881392098,-0.0025225200767344347
-8.700000000000001,-1.0,-0.0025245854870986693
-8.4,-0.9974205747218781,-0.002518073507476467
-8.1,-1.0,-0.0025245854870986693
-7.800000000000001,-0.9992518419344604,-0.0025226966981043526
-7.5,-1.0,-0.0025245854870986693
-7.200000000000001,-1.0,-0.0025245854870986693
-6.9,-1.0,-0.0025245854870986693
-6.6,-1.0,-0.0025245854870986693
-6.300000000000001,-0.997838676020624,-0.002519129039947419
-6.0,-0.9968869905592954,-0.0025167264286434657
-5.700000000000001,-1.0,-0.0025245854870986693
-5.4,-1.0,-0.0025245854870986693
-5.1,-0.9973657899002303,-0.002517935198510822
-4.800000000000001,-0.9987375491424937,-0.0025213983219856337
-4.5,-0.9983521849736517,-0.002520425437197728
-4.200000000000001,-1.0,-0.0025245854870986693
-3.9000000000000004,-0.9960070244492241,-0.002514504878972841
-3.6000000000000014,-0.9991094246210384,-0.0025223371534217756
-3.3000000000000007,-0.9991829485985959,-0.002522522770988471
-3.0,-1.0,-0.0025245854870986693
-2.700000000000001,-1.0,-0.0025245854870986693
-2.4000000000000004,-1.0,-0.0025245854870986693
-2.1000000000000014,-1.0,-0.0025245854870986693
-1.8000000000000007,-0.9991817076459238,-0.0025225196380973653
-1.5,-0.9979209914460507,-0.0025193368522758147
-1.1999999999999993,-1.0,-0.0025245854870986693
-0.9000000000000021,-0.9991142303320161,-0.0025223492858499653
-0.6000000000000014,-0.9959405910511812,-0.0025143371621802833
-0.3000000000000007,-0.9938829022707721,-0.0025091423509482967
0.0,-0.9830082652435974,-0.0024816884001320253
0.3000000000000007,-0.9797931491006205,-0.0024735715645781294
0.5999999999999979,-0.9525054459785451,-0.002404681425299881
0.8999999999999986,-0.9055971246227121,-0.002286257357980784
1.1999999999999993,-0.8094387957329138,-0.002043497436401939
1.5,-0.6352070917452908,-0.0016036346051223143
1.8000000000000007,-0.358454899100264,-0.0009049500360479445
2.099999999999998,0.0016540799167710561,4.175866152381583e-06
2.3999999999999986,0.3591024522748452,0.0009065848393946168
2.6999999999999993,0.6372571378253465,0.0016088101217039065
3.0,0.8152826422821355,0.002058250726588936
3.3000000000000007,0.9072811356826761,0.002290508787862883
3.599999999999998,0.9540160043055774,0.0024084949589297223
3.8999999999999986,0.9808080184549138,0.0024761336890212794
4.199999999999999,0.9839576525181373,0.002484085209466965
4.5,0.9979888686757781,0.002519508214144889
4.800000000000001,1.0,0.0025245854870986693
5.099999999999998,0.9992090377416641,0.0025225886352604316
5.399999999999999,1.0,0.0025245854870986693
5.699999999999999,0.999575819037232,0.0025235146059961622
6.0,0.9980310315049321,0.0025196146578114666
6.300000000000001,1.0,0.0025245854870986693
6.599999999999998,1.0,0.0025245854870986693
6.899999999999999,0.9992625659066757,0.002522723771688972
7.199999999999999,1.0,0.0025245854870986693
7.5,0.9981195278455086,0.0025198380743885473
7.800000000000001,1.0,0.0025245854870986693
8.099999999999998,1.0,0.0025245854870986693
8.399999999999999,1.0,0.0025245854870986693
8.7,1.0,0.0025245854870986693
9.0,1.0,0.0025245854870986693
9.3,0.9975948506324605,0.0025185134819110744
9.599999999999998,0.9956950963432369,0.002513717389803448
9.899999999999999,1.0,0.0025245854870986693
10.2,1.0,0.0025245854870986693
10.5,1.0,0.0025245854870986693
10.799999999999997,1.0,0.0025245854870986693
11.099999999999998,1.0,0.0025245854870986693
11.399999999999999,1.0,0.0025245854870986693
11.7,1.0,0.0025245854870986693
12.0,1.0,0.0025245854870986693
12.299999999999997,0.9961512220152832,0.002514868918055389
12.599999999999998,1.0,0.0025245854870986693
12.899999999999999,0.9971991626875302,0.002517514533867884
13.2,1.0,0.0025245854870986693
13.5,0.9970041296255756,0.0025170221562301693
13.799999999999997,0.9985979046096392,0.002521045777424637
14.100000000000001,1.0,0.0025245854870986693
